Código;GT;Autores;Instituciones
1001 ;13. Teoría Social y Pensamiento Latinoamericano;1Eduardo Bernado Gomez Irisarri;1 - Facultad de Derecho de la Universidad de la Repùblica
1002 ;17. Trabajo y Restructuración Productiva;"1Dimitre Sampaio Moita; 2Verônica Siqueira Araújo; 1Cássio Adriano Braz De Aquino";1 - Universidade Federal do Ceará, 2 - Universidade Regional do Cariri
1004 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Maria Noel Sosa Gonzalez;1 - Udelar/BUAP
1005 ;22. Sociología del Ocio y el Deporte;1Antonio Rafael Dos Santos Avila Rafael;1 - UEPG
1006 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1Juan Carlos Peña Axt; 1Loreto Arias Lagos";1 - Universidad Autónoma de Chile
1007 ;08. Desigualdad, Pobreza y Exclusión Social;1Daniel Hernández Rosete;1 - Departamento de Investigaciones Educativas. Cinvestav
1008 ;24. Sociología de la Educación y Políticas Educativas;"1Guillermo Manuel Zamora Poblete; 1Marisa Meza Pardo; 1Cox Vial";1 - Pontificia Universidad Católica de Chile
1009 ;18. Salud y Seguridad Social;"1Ricardo De Lima Jurca; 1Aurea Maria Zöllner Ianni";1 - Universidade de São Paulo
1010 ;26. Sociología de los Cuerpos y las Emociones;1Fabian Herrera Morales;1 - Universidad de Caldas
1012 ;17. Trabajo y Restructuración Productiva;"1Leandro Nunes; 1Ricardo Lara";1 - Universidade Federal de Santa Catarina
1013 ;05. Desarrollo Rural y cuestión agraria;"1Myriam Mercedes Cala Amaya; 2Alexandro Rodrigues Ribeiro";1 - Universidad Santo Tomás, 2 - Universidade Federal de Mato Grosso
1014 ;16. Universidad Latinoamericana: interpelaciones y desafíos;"1Guadalupe Murillo Campuzano; 1Isabel Pérez Cruz; 1Washington Chiriboga Casanova; 1Román Soria Velasco; 1Pablo Parra Silva";1 - UTEQ, Ecuador
1015 ;08. Desigualdad, Pobreza y Exclusión Social;1Luis Ortiz;1 - Instituto de Ciencias Sociales
1016 ;08. Desigualdad, Pobreza y Exclusión Social;1Israel Banegas González;1 - UNAM
1017 ;05. Desarrollo Rural y cuestión agraria;1Juan Camilo Quesada Torres;1 - FLACSO - Ecuador
1019 ;22. Sociología del Ocio y el Deporte;1Jorge Antonio Vidal Bueno;1 - U. Academia de Humanismo Cristiano
1020 ;22. Sociología del Ocio y el Deporte;1Jorge Antonio Vidal Bueno;1 - U. Academia de Humanismo Cristiano
1021 ;22. Sociología del Ocio y el Deporte;1David Leonardo Quitián Roldán;1 - Universidad Nacional Abierta y a Distancia- UNAD
1023 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Ramiro David Duarte Sanguinet;1 - Centro de Estudios sobre Masculinidades y Género.
1024 ;10. Estudios políticos, Sociojurídicos e Instituciones;1Pablo Felipe Gómez Manzano;1 - Profesor de Sociología y de Derecho Universidad Viña del Mar, Chile. Abogado Universidad de Valparaíso, Master en Teoría y Crítica de la Cultura y Doctor en Humanidades, Universidad Carlos III de Madrid
1025 ;08. Desigualdad, Pobreza y Exclusión Social;1Marcia Rivera Hernandez;1 - ILAEDES
1026 ;08. Desigualdad, Pobreza y Exclusión Social;"1Reyna Felipe Álvarez; 1Arturo Grunstein Dickter";1 - Universidad Autónoma Metropolitana
1027 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;"1Rafael Braz; 1Camila Prates";1 - Universidade Federal de Pelotas (UFPel)
1028 ;09. Estructura Social, Dinámica Demográfica y Migraciones;1Sofia Marcela Doccetti Tripaldi;1 - Fundación Ceibal
1029 ;23. Corrupción, Violencia Social, Seguridad y Defensa;1Paz Cabral;1 - CISH/IdIHCS-UNLP-CONICET
1030 ;10. Estudios políticos, Sociojurídicos e Instituciones;1Rodrigo Nuñez Viégas;1 - Fundação Instituto de Pesca do Estado do Rio de Janeiro (FIPERJ) / Centro Universitário de Volta Redonda (UNIFOA)
1032 ;26. Sociología de los Cuerpos y las Emociones;"1Silva Giovanni Codeça Da; 1Marques Luciana Ribeiro";1 - Universidade Veiga de Almeida
1033 ;24. Sociología de la Educación y Políticas Educativas;"1Christiana Profice; 2Léa Tiriba; 1Nathane Dos Anjos; 1Gabriel Moreira";1 - Universidade Estadual de Santa Cruz/UESC, 2 - UNIRIO
1034 ;23. Corrupción, Violencia Social, Seguridad y Defensa;1Vidal Antonio Sánchez;1 - Blancas
1035 ;09. Estructura Social, Dinámica Demográfica y Migraciones;"1José Chacón; 1Maryorie Centeno; 1Alberto Agrazal";1 - Universidad de Panamá
1036 ;12. sociología de la cultura, arte e interculturalidad;1Arlen Ocampo Saravia;1 - Universidad Autónoma Metropolitana
1037 ;12. sociología de la cultura, arte e interculturalidad;"1Cristiane A. Fernandes Da Silva; 2Basilio Senko Neto; 1Mônica Chaves Abdala";1 - Universidade Federal de Uberlândia - UFU, 2 - Universidade Federal de São Carlos - UFSCar
1038 ;18. Salud y Seguridad Social;1Mario Millones Espinosa;1 - universidad alberto hurtado
1039 ;21. Sociología de la Niñez, Juventud y Envejecimiento;1Lizeth Adriana González Vega;1 - Universidad Nacional de Colombia
1040 ;16. Universidad Latinoamericana: interpelaciones y desafíos;"1Rene David Benitez Rivera; 2David Rodolfo Dominguez Arista";1 - UNIVERSIDAD AUTÓNOMA METROPOLITANA-XOCHIMILCO, 2 - UNIVERSIDAD AUTÓNOMA DE CHAPINGO
1041 ;17. Trabajo y Restructuración Productiva;1Robson Santos Camara Silva;1 - EAPE
1042 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1Rene David Benitez Rivera;1 - UNIVERSIDAD AUTÓNOMA METROPOLITANA-XOCHIMILCO
1043 ;19. Acciones Colectivas y Movimientos Sociales;1Nara Roberta Silva;1 - Unicamp
1044 ;01. Ciencia, Tecnologías e Innovación;1Jessica Del Carmen Peraza Reyes;1 - colegio de posgraduados campus Puebla
1045 ;18. Salud y Seguridad Social;"1Daisy Del Rosario Iturrieta Henriquez; 1José Luis Bucarey Tapia; 1Francisca Apablaza Rohland; 1Raimundo Flores Arce; 1Emilio Pérez Roca; 2Valeria Iturrieta Henriquez; 3Andrea Rodriguez Viveros";1 - Universidad de Valparaíso, 2 - Centro de la Mujer- Municipalidad de San Felipe, 3 - Cesfam San Felipe El Real
1046 ;18. Salud y Seguridad Social;"1Daisy Del Rosario Iturrieta Henriquez; 2Carolina Tetelboin Henrion";1 - Universidad de Valparaíso, 2 - Universidad Autónoma Metropolitana
1047 ;25. Integración Regional, Geopolítica y Desarrollo;1Lourdes Margarita Arce Rodriguez;1 - Universidad de Guadalajara
1048 ;26. Sociología de los Cuerpos y las Emociones;"1Minerva Rojas Ruiz; 1Sofía Rojas Ruiz";1 - Universidad Nacional Autónoma de México
1049 ;23. Corrupción, Violencia Social, Seguridad y Defensa;1José Carlos Esquer Gutiérrez;1 - Universidad Nacional de Costa Rica
1050 ;06. Imaginarios Sociales y Memoria;1Mauro Greco;1 - CONICET-UBA-UNLPam
1051 ;19. Acciones Colectivas y Movimientos Sociales;1Simone Da Conceição Silva Simone;1 - Universidade Estadual Paulista-Unesp
1052 ;09. Estructura Social, Dinámica Demográfica y Migraciones;1Pablo Molina Derteano;1 - Instituto de Investigaciones Gino Germani
1053 ;24. Sociología de la Educación y Políticas Educativas;"1Carla Regina Mota Alonso Diéguez; 1Luciana Silveira; 1Pedro Barleta Do Nascimento; 1Wallessandra Rodrigues";1 - FESPSP
1054 ;08. Desigualdad, Pobreza y Exclusión Social;1Stella Pérez;1 - Dto. Economía UNS- IIESS
1056 ;19. Acciones Colectivas y Movimientos Sociales;"1Marcelo Kunrath Silva; 1Camila Farias Da Silva; 1Matheus Mazzilli Pereira; 1Natane Flores Hammarstron; 1Tales Teixeira";1 - UFRGS
1057 ;10. Estudios políticos, Sociojurídicos e Instituciones;1Alejandro Dulitzky;1 - Conicet-Unsam-Uba
1058 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1María Laura Giallorenzi;1 - UNR-CONICET
1059 ;05. Desarrollo Rural y cuestión agraria;1Felipe Santos Estrela De Carvalho;1 - Universidade do Estado da Bahia (UNEB)
1060 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1María Laura Marelli; 1Viviana Guadalupe Marucci";1 - Lic. en Trabajo Social. Facultad de Ciencias Jurídicas y Sociales. Universidad Nacional del Litoral
1061 ;03. Producción, Consumos Culturales y Medios de Comunicación;1Matías I. Zarlenga;1 - CONICET-UNTREF
1062 ;06. Imaginarios Sociales y Memoria;"1Nara Santana; 2Natália Cruz";1 - Centro Federal de Educação Tecnológica - CEFET RJ, 2 - Universidade Federal Fluminense - UFF
1063 ;15. Metodología y Epistemología de las Ciencias Sociales;1María Micaela Bazzano;1 - Facultad de Ciencias Sociales, Universidad de Buenos Aires
1064 ;21. Sociología de la Niñez, Juventud y Envejecimiento;1Carla Ascarrunz Mendivil;1 - Instituto de Investigaciones en Ciencias Sociales FACSO - UMSS
1065 ;08. Desigualdad, Pobreza y Exclusión Social;"1Keuler Hissa Teixeira; 1Adhemar Ranciaro Neto";1 - Universidade Federal de Alagoas
1066 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Consuelo Díaz Barrera;1 - Universidad de Concepción
1067 ;13. Teoría Social y Pensamiento Latinoamericano;1Tania Elias Magno Da Silva;1 - Universidade Federal de Sergipe
1068 ;08. Desigualdad, Pobreza y Exclusión Social;"1Kamilla De Santana Siqueira; 1Keuler Hissa Teixeira";1 - Universidade Federal de Alagoas
1069 ;07. Desarrollo Territorial, Desigualdades y descentralización;"1María Antonella Álvarez; 2Cecilia Michelazzo";1 - Facultad de Psicología, Universidad Nacional de Córdoba, 2 - Facultad de Ciencias de la Comunicación, Universidad Nacional de Córdoba
1070 ;05. Desarrollo Rural y cuestión agraria;"1Tarcísio Fagner Aleixo Farias; 1Antonia Ladyjane Duarte Da Silva; 1Laura Tenório Rocha; 1Daniela Costa Dos Santos; 1Beatriz Delmiro Da Silva; 1Renata Maciel De Melo";1 - IFAL
1071 ;08. Desigualdad, Pobreza y Exclusión Social;1Eliana Lijterman;1 - Instituto de Investigaciones
1072 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1Alicia Oliva; 2María Luz Holgado";1 - Universidad Nacional de Villa María, 2 - Universidad Nacional de Villa María / PRIGEPP (FLACSO)
1074 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;1José Aparecido Rolon;1 - Universidade Mogi das Cruzes
1075 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Silvana Sciortino;1 - CONICET-CIMeCS-UNLP
1077 ;14. Medio Ambiente, Sociedad y Desarrrollo Sustentable;1Evandro Smarieri;1 - Universidade Estadual de Campinas UNICAMP
1078 ;26. Sociología de los Cuerpos y las Emociones;1Carolina Gamba;1 - FLACSO
1079 ;21. Sociología de la Niñez, Juventud y Envejecimiento;1Daniel Meirinho;1 - Universidade Federal do Rio Grande do Norte
1080 ;01. Ciencia, Tecnologías e Innovación;"1Roberta Ferro; 1Teresa Rosa";1 - UVV
1081 ;26. Sociología de los Cuerpos y las Emociones;1Claudia Patricia Ulloa Espinoza;1 - universidad alberto hurtado
1082 ;16. Universidad Latinoamericana: interpelaciones y desafíos;1Fernando Enrique Lang Véliz;1 - Universidad Arturo Prat
1085 ;01. Ciencia, Tecnologías e Innovación;1Carlos Andrés Aristizábal Botero;1 - Universidad de Antioquia
1087 ;19. Acciones Colectivas y Movimientos Sociales;1Francisco Longa;1 - CONICET
1088 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Soraya Barreto Januário;1 - Universidade Federal de Pernambuco
1089 ;17. Trabajo y Restructuración Productiva;1Suliane Sudano;1 - GPTEC/NEPP-DH/ UFRJ
1090 ;17. Trabajo y Restructuración Productiva;"1Fabiano Luiz Alves Barros; 1Julyana Covre";1 - Universidade Federal de Viçosa
1091 ;23. Corrupción, Violencia Social, Seguridad y Defensa;1Guilherme Figueredo Benzaquen;1 - Universidade Federal de Pernambuco
1092 ;03. Producción, Consumos Culturales y Medios de Comunicación;1Gian Carlos Loayza Melendez;1 - UNMSM
1093 ;26. Sociología de los Cuerpos y las Emociones;1Josefina Brown;1 - CONICET - IIGG (fsoc /UBA)
1094 ;26. Sociología de los Cuerpos y las Emociones;1Solón Calero Cruz;1 - Universidada Autónoma de Occidente
1095 ;17. Trabajo y Restructuración Productiva;1Ricardo Rezende Figueira;1 - Grupo de Pesquisa Trabalho Escravo Contemporâneo da Universidade Federal do Rio de Janei5o
1096 ;10. Estudios políticos, Sociojurídicos e Instituciones;1Josefina Brown;1 - CONICET - IIGG (fsoc /UBA)
1098 ;02. Ciudades Latinoamericanas en el Nuevo Milenio;"1Raiza Fraga; 1Doris Sayago";1 - Universidade de Brasília
1099 ;01. Ciencia, Tecnologías e Innovación;1Rodrigo Foresta Wolffenbüttel;1 - UFRGS
1102 ;21. Sociología de la Niñez, Juventud y Envejecimiento;1Simone Dourado;1 - UEM
1103 ;24. Sociología de la Educación y Políticas Educativas;"1Andrea Rossi Cordero; 2Mario Barajas Frutos";1 - -, 2 - Universitat de Barcelona
1104 ;05. Desarrollo Rural y cuestión agraria;"1Angelita Bazotti; 2Luzia Bucco Coelho; 3Nilson Maciel De Paula";1 - Ipardes, 2 - PGDR/UFRGS, 3 - PPPP/UFPR
1105 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1Adriana Alves Da Silva; 2Ana Lúcia Goulart De Faria; 2Flávio Santiago";1 - UDES/ Prefeitura de Florianopolis, 2 - Unicamp
1106 ;09. Estructura Social, Dinámica Demográfica y Migraciones;"1Paulo Roberto Delgado; 2Andrey Ivale Menezes; 1Angelita Bazotti";1 - Ipardes, 2 - UFPR
1107 ;15. Metodología y Epistemología de las Ciencias Sociales;"1Priscila Da Silva Nascimento; 2Adan Richard Moreira Martins";1 - Universidade do Estado do Amazonas, 2 - Universidade Federal do Amazonas
1109 ;22. Sociología del Ocio y el Deporte;1Andrea Barrantes Arrieta;1 - Universidad Técnica Nacional
1111 ;10. Estudios políticos, Sociojurídicos e Instituciones;1Camila Alejandra Rojas Sánchez;1 - Universidad Autónoma de Chile
1112 ;13. Teoría Social y Pensamiento Latinoamericano;"1João Alberto Steffen Munsberg; 1Gilberto Ferreira Da Silva";1 - UNILASALLE - Canoas/RS
1113 ;21. Sociología de la Niñez, Juventud y Envejecimiento;"1Patricia Alejandra García Valenzuela; 2Marcela Ortega Jimenez; 3Leticia Rubí García Valenzuela";1 - Universidad de Celaya, 2 - Universidad de Guanajuato, 3 - UMSNH
1114 ;22. Sociología del Ocio y el Deporte;"1Simone Dourado; 1Miriã Anacleto";1 - UEM
1115 ;23. Corrupción, Violencia Social, Seguridad y Defensa;1Carolina Espinosa Luna;1 - Centro Regional de Investigaciones Multidisciplinarias de la Universidad Nacional Autónoma de México
1117 ;19. Acciones Colectivas y Movimientos Sociales;"1Sebastián Güida; 2Magali Ivañez";1 - Centro Universitario deRivera - UdelaR, 2 - Centro Universitario de Rivera - UdelaR
1118 ;12. sociología de la cultura, arte e interculturalidad;1Consuelo Meza Márquez;1 - Universidad Autónoma de Aguascalientes
1119 ;21. Sociología de la Niñez, Juventud y Envejecimiento;"1María Guadalupe Andueza Pech; 1Jolly Josefina Hoil Santos; 1Elsa María Rodríguez Angulo; 1Yolanda Oliva Peña; 1Manuel Ordóñez Luna; 1Andrés Santana Carvajal; 1Ricardo Ojeda Rodríguez; 1Luis Cambranes Puc; 1Angel Lendechy Grajales";1 - UADY
1120 ;22. Sociología del Ocio y el Deporte;"1Matías Salvador Ballesteros; 1Betina Freidin";1 - IIGG (UBA) y CONICET
1122 ;02. Ciudades Latinoamericanas en el Nuevo Milenio;"1Ana María Cortes; 1Laura Daniela Cetares; 1Hernando Sáenz";1 - Universidad Santo Tomás
1123 ;24. Sociología de la Educación y Políticas Educativas;1María Elena Mújica Piña;1 - Universidad Pedagógica Nacional-Ajusco
1124 ;17. Trabajo y Restructuración Productiva;1Mihaela Vancea;1 - Universidad de la Frontera
1125 ;04. Estado, Legitimidad, Gobernabilidad y Democracia;"1Alejandro Lezcano; 2Luciano Fedozzi";1 - UFSM, 2 - UFRGS
1126 ;05. Desarrollo Rural y cuestión agraria;"1Joelson Gonçalves De Carvalho; 2Sebastião Ferreira Da Cunha";1 - Universidade Federal de São Carlos (UFSCar), 2 - Universidade Federal Rural do Rio de Janeiro (UFRRJ)
1127 ;23. Corrupción, Violencia Social, Seguridad y Defensa;"1Yolanda Oliva Peña; 1María De Guadalupe Andueza Pech; 1Elsa Rodríguez Angulo; 1Jolly Hoil Santos";1 - UADY
1129 ;10. Estudios políticos, Sociojurídicos e Instituciones;1Andrés Stefoni;1 - Facultad de Humanidades y Ciencias de la Educación, Universidad Nacional de La Plata
1131 ;24. Sociología de la Educación y Políticas Educativas;"1Paulo Ricardo Bavaresco; 1Giovana Maria Di Domenico Silva";1 - Universidade do Oeste de Santa Catarina - UNOESC
1132 ;10. Estudios políticos, Sociojurídicos e Instituciones;"1Juan Jesús Morales Martín; 2Camilo Garber Fuentes";1 - Universidad Católica Silva Henríquez, 2 - Universidad Diego Portales
1133 ;21. Sociología de la Niñez, Juventud y Envejecimiento;"1Verónica Montes De Oca; 2María Concepción Arroyo; 3Nélida Redondo; 4María Carbajal; 5Vicente Rodríguez; 6Sagrario Garay";1 - UNAM, 2 - UJED, 3 - UNIVERSIDAD ISALUD, 4 - Universidad de la República, 5 - CSIC, 6 - UANL
1134 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Fabiana Sanches Grecco;1 - Unicamp
1135 ;18. Salud y Seguridad Social;"1Sagrario Garay; 2Verónica Montes De Oca; 3Nélida Redondo; 4Mariana Paredes; 5Vicente Rodríguez; 4María Carbajal; 6Concepción Arroyo; 4Carolina Guidotti";1 - UANL, 2 - UNAM, 3 - UNIVERSIDAD ISALUD, 4 - Universidad de la República, 5 - CSIC, 6 - UJED
1136 ;06. Imaginarios Sociales y Memoria;"1Ludmila Schneider; 2Natalia Crocco";1 - UNTREF, 2 - UBA
1137 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1Graciela Vélez Bautista; 2Martha Patricia Zarza; 3Héctor Serrano";1 - UAEM, 2 - DELGADO, 3 - BARQUÍN
1138 ;12. sociología de la cultura, arte e interculturalidad;"1Lincoln Tavares Dos Santos; 2Júlio César De Carvalho Barros";1 - IFPE - Campus Igarassu, 2 - IF Sertão PE - Campus Floresta
1139 ;21. Sociología de la Niñez, Juventud y Envejecimiento;1Cristiane Silva Corrêa;1 - Departamento de Demografia e Ciências Atuariais da UFRN
1140 ;23. Corrupción, Violencia Social, Seguridad y Defensa;"1Celia Cristina Pereira Da Silva Veiga; 1José Dos Santos Souza";1 - UFRRJ
1141 ;17. Trabajo y Restructuración Productiva;1Cândida Da Costa Cândida;1 - UFMA
1142 ;24. Sociología de la Educación y Políticas Educativas;1Pablo Iván Rupin Gutiérrez;1 - Centro de Investigación Avanzada en Educación, Universidad de Chile
1143 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;1Pablo Gabriel Luzza Rodriguez;1 - CeDInCI/UNSAM, CONICET - IUPFA
1144 ;11. Género, Feminismos y sus aportes a las Ciencias Sociales;"1Maria De Lourdes Novaes Schefler; 1Rosângela Costa Araujo";1 - Núcleo de Estudos Interdisciplinares sobre a Mulher-NEIM/UFBa
1145 ;02. Ciudades Latinoamericanas en el Nuevo Milenio;1Isadora Novaes Schefler Barbosa Costa;1 - Universidade Federal da Bahia
